year_mon_day,hour,wind_dir_avg_10,wind_speed_h_avg,wind_speed_avg_10,air_pressure,humidity,full_datetime,capacity,volume,percentage,emission,emissionfactor,correct_days
20230318,3,210.45990690593192,42.66666666666666,40.66666666666666,10071.0,93.57142857142856,2023-03-18-03,261750,261750,0.1191695034503936,0,0,2023-03-18-03
20230318,4,204.45021241895705,41.333333333333336,41.333333333333336,10074.25,94.57142857142856,2023-03-18-04,271000,271000,0.123380996286869,0,0,2023-03-18-04
20230318,5,200.6600911219324,42.0,40.66666666666666,10077.5,95.57142857142856,2023-03-18-05,337500,337500,0.1536572426557541,0,0,2023-03-18-05
20230318,6,187.2594134464765,43.333333333333336,46.0,10079.5,96.28571428571428,2023-03-18-06,273750,273750,0.124632753431797,0,0,2023-03-18-06
20230318,7,188.64423549329848,44.66666666666666,42.66666666666666,10085.25,95.42857142857144,2023-03-18-07,363000,363000,0.1652664989233017,0,0,2023-03-18-07
20230318,8,190.04164945745205,45.333333333333336,42.66666666666666,10091.0,93.0,2023-03-18-08,323000,323000,0.1470555067062378,0,0,2023-03-18-08
20230318,9,190.06170644065665,43.333333333333336,46.0,10093.75,89.28571428571429,2023-03-18-09,338000,338000,0.1538845002651214,0,0,2023-03-18-09
20230318,10,188.69272499134664,46.66666666666666,46.66666666666666,10095.25,85.0,2023-03-18-10,412500,412500,0.187803253531456,0,0,2023-03-18-10
20230318,11,193.0910621705084,47.333333333333336,50.0,10098.5,82.85714285714286,2023-03-18-11,481500,481500,0.2192174941301345,0,0,2023-03-18-11
20230318,12,193.9299653712456,48.66666666666666,48.66666666666666,10096.75,80.28571428571429,2023-03-18-12,488000,488000,0.2221767455339431,0,0,2023-03-18-12
20230318,13,184.20511888058363,50.66666666666666,50.0,10094.5,76.42857142857143,2023-03-18-13,522500,522500,0.2378837466239929,0,0,2023-03-18-13
20230318,14,174.09767288897467,52.0,53.333333333333336,10093.0,73.14285714285714,2023-03-18-14,549500,549500,0.2501764893531799,0,0,2023-03-18-14
20230318,15,173.64600381905572,56.66666666666666,56.66666666666666,10090.0,74.0,2023-03-18-15,410250,410250,0.1867785006761551,0,0,2023-03-18-15
20230318,16,172.57550293355445,54.0,48.66666666666666,10087.5,74.42857142857143,2023-03-18-16,341751,341751,0.1555925011634826,0,0,2023-03-18-16
20230318,17,164.75079536501363,42.66666666666666,40.66666666666666,10086.75,76.42857142857143,2023-03-18-17,340001,340001,0.1547957509756088,0,0,2023-03-18-17
20230318,18,164.38728702308876,43.333333333333336,45.333333333333336,10089.5,82.71428571428571,2023-03-18-18,325000,325000,0.1479659974575042,0,0,2023-03-18-18
20230318,19,168.6715037922594,50.0,50.66666666666666,10088.75,86.42857142857143,2023-03-18-19,295250,295250,0.1344214975833892,0,0,2023-03-18-19
20230318,20,168.7864659470694,50.0,48.66666666666666,10092.25,88.85714285714286,2023-03-18-20,457000,457000,0.2080627530813217,0,0,2023-03-18-20
20230318,21,175.71450048728434,54.66666666666666,57.333333333333336,10092.25,90.14285714285714,2023-03-18-21,579751,579751,0.2639490067958832,0,0,2023-03-18-21
20230318,22,185.5807839635673,53.333333333333336,51.333333333333336,10092.5,92.42857142857144,2023-03-18-22,876250,876250,0.3989392518997192,0,0,2023-03-18-22
20230318,23,194.8723863281864,55.333333333333336,57.333333333333336,10091.5,93.14285714285714,2023-03-18-23,1045749,1045749,0.4761084914207458,0,0,2023-03-18-23
20230318,24,196.94093964625276,58.0,56.0,10093.0,94.0,2023-03-18-24,1018250,1018250,0.4635892510414123,0,0,2023-03-18-24
20230319,1,207.1397004903815,55.333333333333336,55.333333333333336,10095.5,93.57142857142856,2023-03-19-01,1035500,1035500,0.4714424908161163,0,0,2023-03-19-01
20230319,2,209.54119932368124,58.66666666666666,60.0,10096.25,94.85714285714286,2023-03-19-02,956250,956250,0.4353615045547485,0,0,2023-03-19-02
20230319,3,207.55378763925145,55.333333333333336,55.333333333333336,10096.5,94.85714285714286,2023-03-19-03,842249,842249,0.3834595084190368,0,0,2023-03-19-03
20230319,4,206.00656267147863,54.0,52.66666666666666,10098.0,97.14285714285714,2023-03-19-04,666749,666749,0.3035574853420257,0,0,2023-03-19-04
